"Date","Adj.Close"
"1972/08/25",0.041842
"1972/08/28",0.041686
"1972/08/29",0.041212
"1972/08/30",0.041212
"1972/08/31",0.040576
"1972/09/01",0.040894
"1972/09/05",0.040576
"1972/09/06",0.040894
"1972/09/07",0.040732
"1972/09/08",0.04042
"1972/09/11",0.040732
"1972/09/12",0.040732
"1972/09/13",0.040732
"1972/09/14",0.04105
"1972/09/15",0.040732
"1972/09/18",0.040894
"1972/09/19",0.040576
"1972/09/20",0.040258
"1972/09/21",0.038992
"1972/09/22",0.037564
"1972/09/25",0.036453
"1972/09/26",0.036298
"1972/09/27",0.035506
"1972/09/28",0.036453
"1972/09/29",0.036927
"1972/10/02",0.038674
"1972/10/03",0.03931
"1972/10/04",0.040102
"1972/10/05",0.038992
"1972/10/06",0.037408
"1972/10/09",0.038038
"1972/10/10",0.038038
"1972/10/11",0.0382
"1972/10/12",0.037882
"1972/10/13",0.037882
"1972/10/16",0.036927
"1972/10/17",0.037564
"1972/10/18",0.040258
"1972/10/19",0.04042
"1972/10/20",0.040102
"1972/10/23",0.03994
"1972/10/24",0.040102
"1972/10/25",0.03931
"1972/10/26",0.039628
"1972/10/27",0.039784
"1972/10/30",0.039628
"1972/10/31",0.040894
"1972/11/01",0.042796
"1972/11/02",0.043114
"1972/11/03",0.042952
"1972/11/06",0.042952
"1972/11/08",0.043426
"1972/11/09",0.043426
"1972/11/10",0.043426
"1972/11/13",0.04327
"1972/11/14",0.042796
"1972/11/15",0.042634
"1972/11/16",0.042796
"1972/11/17",0.042634
"1972/11/20",0.042478
"1972/11/21",0.043426
"1972/11/22",0.043426
"1972/11/24",0.04327
"1972/11/27",0.04438
"1972/11/28",0.043114
"1972/11/29",0.041212
"1972/11/30",0.040894
"1972/12/01",0.041524
"1972/12/04",0.043114
"1972/12/05",0.043744
"1972/12/06",0.043744
"1972/12/07",0.043426
"1972/12/08",0.042796
"1972/12/11",0.04327
"1972/12/12",0.042796
"1972/12/13",0.043114
"1972/12/14",0.04327
"1972/12/15",0.043588
"1972/12/18",0.043426
"1972/12/19",0.043588
"1972/12/20",0.043744
"1972/12/21",0.043426
"1972/12/22",0.043744
"1972/12/26",0.043114
"1972/12/27",0.043426
"1972/12/29",0.043744
"1973/01/02",0.043906
"1973/01/03",0.043744
"1973/01/04",0.043588
"1973/01/05",0.043426
"1973/01/08",0.04327
"1973/01/09",0.042478
"1973/01/10",0.041368
"1973/01/11",0.042322
"1973/01/12",0.04216
"1973/01/15",0.041686
"1973/01/16",0.042478
"1973/01/17",0.042634
"1973/01/18",0.042634
"1973/01/19",0.041842
"1973/01/22",0.041368
"1973/01/23",0.03994
"1973/01/24",0.040576
"1973/01/26",0.040258
"1973/01/29",0.03883
"1973/01/30",0.0382
"1973/01/31",0.037564
"1973/02/01",0.038356
"1973/02/02",0.038356
"1973/02/05",0.038356
"1973/02/06",0.0382
"1973/02/07",0.038674
"1973/02/08",0.038038
"1973/02/09",0.038038
"1973/02/12",0.03931
"1973/02/13",0.03931
"1973/02/14",0.03931
"1973/02/15",0.03994
"1973/02/16",0.040894
"1973/02/20",0.041524
"1973/02/21",0.041368
"1973/02/22",0.040258
"1973/02/23",0.04042
"1973/02/26",0.040102
"1973/02/27",0.039784
"1973/02/28",0.03931
"1973/03/01",0.038992
"1973/03/02",0.038674
"1973/03/05",0.037726
"1973/03/06",0.03598
"1973/03/07",0.035032
"1973/03/08",0.036772
"1973/03/09",0.036298
"1973/03/12",0.036453
"1973/03/13",0.035343
"1973/03/14",0.036135
"1973/03/15",0.035506
"1973/03/16",0.035188
"1973/03/19",0.034395
"1973/03/20",0.033603
"1973/03/21",0.032967
"1973/03/22",0.027423
"1973/03/23",0.027735
"1973/03/26",0.027897
"1973/03/27",0.029007
"1973/03/28",0.028533
"1973/03/29",0.028689
"1973/03/30",0.028845
"1973/04/02",0.029007
"1973/04/03",0.029007
"1973/04/04",0.029007
"1973/04/05",0.027579
"1973/04/06",0.027579
"1973/04/09",0.027579
"1973/04/10",0.027735
"1973/04/11",0.027579
"1973/04/12",0.027579
"1973/04/13",0.027579
"1973/04/16",0.027105
"1973/04/17",0.027105
"1973/04/18",0.026942
"1973/04/19",0.027735
"1973/04/23",0.028533
"1973/04/24",0.029325
"1973/04/25",0.029325
"1973/04/26",0.029163
"1973/04/27",0.028533
"1973/04/30",0.028371
"1973/05/01",0.028215
"1973/05/02",0.028053
"1973/05/03",0.028053
"1973/05/04",0.028533
"1973/05/07",0.028215
"1973/05/08",0.028215
"1973/05/09",0.028533
"1973/05/10",0.028533
"1973/05/11",0.028215
"1973/05/14",0.027105
"1973/05/15",0.026942
"1973/05/16",0.026942
"1973/05/17",0.027261
"1973/05/18",0.027423
"1973/05/21",0.027105
"1973/05/22",0.027105
"1973/05/23",0.026631
"1973/05/24",0.026313
"1973/05/25",0.027261
"1973/05/29",0.028689
"1973/05/30",0.027897
"1973/05/31",0.027897
"1973/06/01",0.027897
"1973/06/04",0.027897
"1973/06/05",0.027579
"1973/06/06",0.025358
"1973/06/07",0.025203
"1973/06/08",0.025203
"1973/06/11",0.024884
"1973/06/12",0.023774
"1973/06/13",0.02219
"1973/06/14",0.019496
"1973/06/15",0.019022
"1973/06/18",0.019178
"1973/06/19",0.019814
"1973/06/20",0.021872
"1973/06/21",0.02219
"1973/06/22",0.021716
"1973/06/25",0.020924
"1973/06/26",0.018704
"1973/06/27",0.019178
"1973/06/28",0.019022
"1973/06/29",0.019178
"1973/07/02",0.019814
"1973/07/03",0.020444
"1973/07/05",0.020444
"1973/07/06",0.020444
"1973/07/09",0.019814
"1973/07/10",0.019652
"1973/07/11",0.01934
"1973/07/12",0.019022
"1973/07/13",0.019022
"1973/07/16",0.021236
"1973/07/17",0.021554
"1973/07/18",0.022826
"1973/07/19",0.024092
"1973/07/20",0.025676
"1973/07/23",0.027105
"1973/07/24",0.030435
"1973/07/25",0.032649
"1973/07/26",0.031383
"1973/07/27",0.028371
"1973/07/30",0.029481
"1973/07/31",0.030435
"1973/08/01",0.028845
"1973/08/02",0.028371
"1973/08/03",0.028053
"1973/08/06",0.027897
"1973/08/07",0.027579
"1973/08/08",0.026313
"1973/08/09",0.026631
"1973/08/10",0.027423
"1973/08/13",0.027423
"1973/08/14",0.026313
"1973/08/15",0.026313
"1973/08/16",0.026631
"1973/08/17",0.027261
"1973/08/20",0.025995
"1973/08/21",0.025203
"1973/08/22",0.025203
"1973/08/23",0.025358
"1973/08/24",0.026631
"1973/08/27",0.027105
"1973/08/28",0.027261
"1973/08/29",0.027261
"1973/08/30",0.026469
"1973/08/31",0.026787
"1973/09/04",0.027579
"1973/09/05",0.027579
"1973/09/06",0.027579
"1973/09/07",0.027261
"1973/09/10",0.027261
"1973/09/11",0.026631
"1973/09/12",0.024884
"1973/09/13",0.024566
"1973/09/14",0.024884
"1973/09/17",0.025358
"1973/09/18",0.026631
"1973/09/19",0.028215
"1973/09/20",0.029163
"1973/09/21",0.029163
"1973/09/24",0.028371
"1973/09/25",0.028533
"1973/09/26",0.028845
"1973/09/27",0.028533
"1973/09/28",0.028533
"1973/10/01",0.028371
"1973/10/02",0.028053
"1973/10/03",0.028215
"1973/10/04",0.028533
"1973/10/05",0.029007
"1973/10/08",0.028845
"1973/10/09",0.028845
"1973/10/10",0.028689
"1973/10/11",0.028533
"1973/10/12",0.029799
"1973/10/15",0.029799
"1973/10/16",0.029163
"1973/10/17",0.029163
"1973/10/18",0.029163
"1973/10/19",0.029163
"1973/10/22",0.028845
"1973/10/23",0.029481
"1973/10/24",0.029481
"1973/10/25",0.029163
"1973/10/26",0.029163
"1973/10/29",0.029799
"1973/10/30",0.030435
"1973/10/31",0.029799
"1973/11/01",0.029163
"1973/11/02",0.028845
"1973/11/05",0.027423
"1973/11/06",0.026942
"1973/11/07",0.026469
"1973/11/08",0.026469
"1973/11/09",0.025832
"1973/11/12",0.02504
"1973/11/13",0.023456
"1973/11/14",0.023456
"1973/11/15",0.023618
"1973/11/16",0.023618
"1973/11/19",0.022346
"1973/11/20",0.020288
"1973/11/21",0.019814
"1973/11/23",0.019814
"1973/11/26",0.018068
"1973/11/27",0.019022
"1973/11/28",0.019652
"1973/11/29",0.019814
"1973/11/30",0.019652
"1973/12/03",0.01886
"1973/12/04",0.018704
"1973/12/05",0.018386
"1973/12/06",0.01886
"1973/12/07",0.01934
"1973/12/10",0.019178
"1973/12/11",0.01886
"1973/12/12",0.018386
"1973/12/13",0.016958
"1973/12/14",0.016958
"1973/12/17",0.016328
"1973/12/18",0.016802
"1973/12/19",0.01712
"1973/12/20",0.01712
"1973/12/21",0.01712
"1973/12/24",0.01712
"1973/12/26",0.01712
"1973/12/27",0.016958
"1973/12/28",0.016484
"1973/12/31",0.016958
"1974/01/02",0.017276
"1974/01/03",0.01997
"1974/01/04",0.01934
"1974/01/07",0.01934
"1974/01/08",0.01997
"1974/01/09",0.01934
"1974/01/10",0.01934
"1974/01/11",0.01934
"1974/01/14",0.019652
"1974/01/15",0.019652
"1974/01/16",0.019652
"1974/01/17",0.019652
"1974/01/18",0.020288
"1974/01/21",0.019814
"1974/01/22",0.021236
"1974/01/23",0.022346
"1974/01/24",0.022346
"1974/01/25",0.022826
"1974/01/28",0.022826
"1974/01/29",0.022826
"1974/01/30",0.023456
"1974/01/31",0.024092
"1974/02/01",0.022826
"1974/02/04",0.021872
"1974/02/05",0.022508
"1974/02/06",0.022508
"1974/02/07",0.022508
"1974/02/08",0.020288
"1974/02/11",0.021398
"1974/02/12",0.018542
"1974/02/13",0.020288
"1974/02/14",0.020288
"1974/02/15",0.020606
"1974/02/19",0.020132
"1974/02/20",0.020132
"1974/02/21",0.020606
"1974/02/22",0.020444
"1974/02/25",0.021554
"1974/02/26",0.021236
"1974/02/27",0.021236
"1974/02/28",0.021236
"1974/03/01",0.019652
"1974/03/04",0.019652
"1974/03/05",0.019814
"1974/03/06",0.01997
"1974/03/07",0.01997
"1974/03/08",0.020444
"1974/03/11",0.021236
"1974/03/12",0.021236
"1974/03/13",0.020507
"1974/03/14",0.02035
"1974/03/15",0.020507
"1974/03/18",0.020031
"1974/03/19",0.019556
"1974/03/20",0.019399
"1974/03/21",0.019875
"1974/03/22",0.020194
"1974/03/25",0.020194
"1974/03/26",0.020194
"1974/03/27",0.020194
"1974/03/28",0.019875
"1974/03/29",0.019875
"1974/04/01",0.019875
"1974/04/02",0.020031
"1974/04/03",0.019875
"1974/04/04",0.019875
"1974/04/05",0.020194
"1974/04/08",0.020826
"1974/04/09",0.020826
"1974/04/10",0.020669
"1974/04/11",0.020669
"1974/04/15",0.020988
"1974/04/16",0.020669
"1974/04/17",0.020988
"1974/04/18",0.020826
"1974/04/19",0.020669
"1974/04/22",0.020669
"1974/04/23",0.02035
"1974/04/24",0.020194
"1974/04/25",0.020031
"1974/04/26",0.02035
"1974/04/29",0.020194
"1974/04/30",0.020031
"1974/05/01",0.019712
"1974/05/02",0.019712
"1974/05/03",0.019399
"1974/05/06",0.019399
"1974/05/07",0.02035
"1974/05/08",0.021301
"1974/05/09",0.020988
"1974/05/10",0.020669
"1974/05/13",0.020669
"1974/05/14",0.020507
"1974/05/15",0.020507
"1974/05/16",0.020826
"1974/05/17",0.020669
"1974/05/20",0.020507
"1974/05/21",0.02035
"1974/05/22",0.02035
"1974/05/23",0.02035
"1974/05/24",0.021939
"1974/05/28",0.022415
"1974/05/29",0.022102
"1974/05/30",0.02162
"1974/05/31",0.02162
"1974/06/03",0.021783
"1974/06/04",0.021783
"1974/06/05",0.022258
"1974/06/06",0.023053
"1974/06/07",0.024166
"1974/06/10",0.025117
"1974/06/11",0.024166
"1974/06/12",0.024323
"1974/06/13",0.024804
"1974/06/14",0.025117
"1974/06/17",0.025436
"1974/06/18",0.025436
"1974/06/19",0.025436
"1974/06/20",0.025436
"1974/06/21",0.02528
"1974/06/24",0.024804
"1974/06/25",0.025436
"1974/06/26",0.025436
"1974/06/27",0.024804
"1974/06/28",0.024804
"1974/07/01",0.024642
"1974/07/02",0.024485
"1974/07/03",0.024804
"1974/07/05",0.024804
"1974/07/08",0.024485
"1974/07/09",0.024485
"1974/07/10",0.024323
"1974/07/11",0.024642
"1974/07/12",0.024642
"1974/07/15",0.024804
"1974/07/16",0.024804
"1974/07/17",0.024804
"1974/07/18",0.025436
"1974/07/19",0.026074
"1974/07/22",0.025117
"1974/07/23",0.025117
"1974/07/24",0.025117
"1974/07/25",0.024804
"1974/07/26",0.024804
"1974/07/29",0.024804
"1974/07/30",0.024485
"1974/07/31",0.024804
"1974/08/01",0.024804
"1974/08/02",0.024804
